P001,SOE Parking,27.62019,85.53838,15,3.4,0,11.2,20
P002,KU Bus Park,27.62046,85.53803,20,4.2,0,8.3,25
P003,NIB Parking,27.61748,85.53877,10,4.1,0,15,25
